Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,RFM,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
5420-3YTN5D3,2023-05-02T17:15:15Z,2022-01-06T22:12:49Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
06 Jan 22 22:14 UTC","Windows Workstations N-1
29 Mar 23 01:58 UTC","Monitor - TCB - Base
05 Feb 22 03:09 UTC",1b9c64f68f6f4693874cad6ccdc299f4,10.128.76.30,10.128.76.30,10.128.252.1,63.98.103.65,tcbna.net,38-14-28-d7-a6-53,38-14-28-d7-a6-53,normal,526017,3YTN5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-CRN7BK3,2023-05-02T17:21:19Z,2022-03-27T21:17:47Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:27 UTC","Full Response - Base
27 Mar 22 21:24 UTC","Windows Workstations N-1
29 Mar 23 14:04 UTC","Monitor - TCB - Base
27 Mar 22 21:24 UTC",bdd099f1917643f890bfe1e8a28442c6,10.132.161.11,10.132.161.11,10.132.244.1,63.98.103.65,tcbna.net,a0-29-19-c5-09-36,a0-29-19-c5-09-36,normal,526017,CRN7BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-5L56SQ3,2023-05-02T17:22:46Z,2022-08-03T03:34:37Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:23 UTC","Full Response - Base
03 Aug 22 03:43 UTC","Windows Workstations N-1
29 Mar 23 02:59 UTC","Monitor - TCB - Base
13 Apr 23 08:26 UTC",b37f4b8484b4420d803079e1f8f665ed,10.122.99.143,10.122.99.143,10.122.99.96,99.6.72.60,tcbna.net,2c-33-58-ed-8e-33,2c-33-58-ed-8e-33,normal,526017,5L56SQ3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-5HDB9K3,2023-05-02T17:17:19Z,2023-04-25T23:02:31Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2846,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
25 Apr 23 23:10 UTC","Windows Workstations N-1
25 Apr 23 23:12 UTC","Monitor - TCB - Base
25 Apr 23 23:10 UTC",804e5ddb325f4983b2ef8d1fafda46a1,10.10.26.65,10.10.26.65,10.133.126.1,63.98.103.65,tcbna.net,a0-29-19-c1-dc-0e,a0-29-19-c1-dc-0e,normal,526017,5HDB9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-H0ZTBK3,2023-05-02T17:22:28Z,2022-07-30T19:28:41Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:57 UTC","Full Response - Base
30 Jul 22 19:36 UTC","Windows Workstations N-1
29 Mar 23 15:19 UTC","Monitor - TCB - Base
28 Mar 23 19:26 UTC",5c8c92af04ee472f8c4bf15aa73bc693,10.128.76.13,10.128.76.13,10.128.210.1,63.98.103.66,tcbna.net,a0-29-19-c3-84-35,a0-29-19-c3-84-35,normal,526017,H0ZTBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-80YWBK3,2023-05-02T17:20:13Z,2022-01-25T16:03:12Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:23 UTC","Full Response - Base
25 Jan 22 16:04 UTC","Windows Workstations N-1
29 Mar 23 02:38 UTC","Monitor - TCB - Base
28 Mar 23 19:40 UTC",7801dbbea47d4799b54a75454dadf755,10.177.131.119,10.177.131.119,192.168.4.1,47.187.247.115,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,80YWBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-HZF8BK3,2023-05-02T17:14:53Z,2022-11-24T01:31:00Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,HS,"TCB - Workstation Prevent Dynamic 
01 May 23 13:09 UTC","Full Response - Base
24 Nov 22 01:39 UTC","Windows Workstations N-1
29 Mar 23 13:30 UTC","Monitor - TCB - Base
29 Mar 23 14:17 UTC",d9de72ad240d4dc5a291b65f0a62d9e5,10.10.106.51,10.10.106.51,10.132.244.1,63.98.103.79,tcbna.net,a0-29-19-c1-d8-0f,a0-29-19-c1-d8-0f,normal,526017,HZF8BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-DNMWBK3,2023-05-02T17:21:00Z,2022-05-11T15:58:46Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
01 May 23 09:22 UTC","Full Response - Base
11 May 22 16:04 UTC","Windows Workstations N-1
29 Mar 23 02:23 UTC","Monitor - TCB - Base
29 Mar 23 00:19 UTC",41630eddda79416080db1bf828803e0e,192.168.8.100,10.161.130.46,192.168.43.1,102.88.34.134,tcbna.net,d4-54-8b-5f-a5-19,00-05-9a-3c-7a-00,normal,526017,DNMWBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
3561-10B7LG3,2023-05-02T17:06:15Z,2022-12-07T18:52:14Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Precision 3561,Dell Inc.,Workstation,Laptop,"Test-PVM, Workstations",RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
07 Dec 22 19:00 UTC","Windows Workstations N-1
29 Mar 23 03:11 UTC","Monitor - TCB - Base
13 Apr 23 13:12 UTC",063e6037083741f7888d7cd2bd79cc86,10.161.130.116,10.161.130.116,192.168.2.1,63.98.103.65,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526033,10B7LG3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-BM27BK3,2023-05-02T17:24:25Z,2022-01-13T16:47:30Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:25 UTC","Full Response - Base
13 Jan 22 16:49 UTC","Windows Workstations N-1
29 Mar 23 03:23 UTC","Monitor - TCB - Base
14 Apr 23 02:56 UTC",257f3dd34afd48b19e50bb0109c60e56,10.177.131.46,10.177.131.46,10.0.0.1,73.191.217.52,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,BM27BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-7BT5SQ3,2023-05-02T17:15:04Z,2023-02-15T03:01:37Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,FT,"TCB - Workstation Prevent Dynamic 
01 May 23 13:15 UTC","Full Response - Base
15 Feb 23 03:09 UTC","Windows Workstations N-1
29 Mar 23 13:32 UTC","Monitor - TCB - Base
28 Mar 23 19:49 UTC",06275360e9ec430383c11d13c6071380,10.10.34.52,10.10.34.52,10.10.34.1,63.98.103.72,tcbna.net,cc-96-e5-9b-68-62,cc-96-e5-9b-68-62,normal,526017,7BT5SQ3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-F0BS5D3,2023-05-02T17:27:37Z,2021-11-06T19:39:38Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
30 Nov 21 14:48 UTC","Windows Workstations N-1
29 Mar 23 14:21 UTC","Monitor - TCB - Base
23 Nov 21 13:52 UTC",5b7d6787419d4552bffc4143692b14ad,10.128.120.19,10.128.252.121,10.128.252.1,129.117.25.18,tcbna.net,38-14-28-d7-ab-ed,dc-21-5c-91-81-92,normal,526017,F0BS5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-JD2T5D3,2023-05-02T17:20:21Z,2022-07-30T02:44:58Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:19 UTC","Full Response - Base
30 Jul 22 02:53 UTC","Windows Workstations N-1
29 Mar 23 13:13 UTC","Monitor - TCB - Base
13 Apr 23 21:29 UTC",087ca0df33ca411280ec456f8e8f3fc7,10.128.72.13,10.128.72.13,10.128.248.1,63.98.103.66,tcbna.net,38-14-28-d8-95-67,38-14-28-d8-95-67,normal,526017,JD2T5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-1FR7BK3,2023-05-02T17:25:54Z,2022-02-11T19:33:30Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
01 May 23 13:08 UTC","Full Response - Base
11 Feb 22 19:41 UTC","Windows Workstations N-1
29 Mar 23 13:10 UTC","Monitor - TCB - Base
11 Feb 22 19:41 UTC",7bd91d3fcdec4ebd852e3281edfd7ae4,10.128.77.39,10.128.77.39,10.128.77.1,63.98.103.66,tcbna.net,a0-29-19-c1-f1-74,a0-29-19-c1-f1-74,normal,526017,1FR7BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-JN58BK3,2023-05-02T17:08:14Z,2022-12-06T02:56:47Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
06 Dec 22 03:05 UTC","Windows Workstations N-1
29 Mar 23 13:11 UTC","Monitor - TCB - Base
13 Apr 23 15:00 UTC",451d7cc56283446cb86f542c7384a7d2,10.132.110.22,10.132.110.22,192.168.1.254,63.98.103.65,tcbna.net,a0-29-19-c4-f6-09,a0-29-19-c4-f6-09,normal,526017,JN58BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5430-J82XPN3,2023-05-02T17:08:48Z,2022-12-28T03:35:27Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5430,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
28 Dec 22 03:39 UTC","Windows Workstations N-1
29 Mar 23 13:26 UTC","Monitor - TCB - Base
28 Dec 22 03:39 UTC",6ddf475791eb407b822761c8fbaa3677,10.132.140.16,10.132.140.16,10.132.140.1,63.98.103.65,tcbna.net,08-92-04-7f-f0-ba,08-92-04-7f-f0-ba,normal,591524,J82XPN3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
2042-A244,2023-05-02T17:18:46Z,2022-08-26T20:24:07Z,Windows,Windows Server 2022,20348,Windows Server 2022 Datacenter,10.0.20348.1668,"VMware7,1","VMware, Inc.",Server,Other,AIS Servers,Default-First-Site-Name,"AIS Servers - Windows
26 Aug 22 20:36 UTC","Full Response - Base
26 Aug 22 20:36 UTC","Windows Servers
24 Apr 23 19:07 UTC","platform_default
13 Apr 23 11:48 UTC",3323ce6360354d3e960e80f4e5f32955,192.168.1.82,192.168.1.82,192.168.1.1,12.147.40.139,automatedinstallment.com,00-50-56-a9-eb-df,00-50-56-a9-eb-df,normal,198384,VMware-42 29 ad fd 5a 5b d4 6c-54 a8 8c 4c ab f0 03 62,6.52.16606.0,SensorGroupingTags/AIS/Windows/Server,,,,,no,,,,,,,,,,,,,,"Servers - Windows - AIS,Windows Servers - Detect - Dynamic"
5420-9JTWBK3,2023-05-02T17:17:18Z,2022-03-09T17:31:50Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:30 UTC","Full Response - Base
09 Mar 22 17:38 UTC","Windows Workstations N-1
29 Mar 23 02:42 UTC","Monitor - TCB - Base
13 Apr 23 05:52 UTC",1686e2141d84499dbe012a534f8938e2,10.177.130.80,10.177.130.80,192.168.254.254,47.186.13.189,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,9JTWBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-6W27BK3,2023-05-02T17:32:43Z,2022-03-17T22:24:16Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:52 UTC","Full Response - Base
17 Mar 22 22:32 UTC","Windows Workstations N-1
29 Mar 23 14:04 UTC","Monitor - TCB - Base
13 Apr 23 12:22 UTC",3c9b03f2ac2d4c75b01e340e2affcdf7,172.27.160.1,10.177.130.21,192.168.86.1,63.98.103.65,tcbna.net,00-15-5d-c6-6f-e4,00-05-9a-3c-7a-00,normal,526017,6W27BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-6JJSBK3,2023-05-02T17:36:23Z,2022-02-15T19:54:05Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
15 Feb 22 19:54 UTC","Windows Workstations N-1
29 Mar 23 02:07 UTC","Monitor - TCB - Base
15 Feb 22 20:32 UTC",54339a357dd147d6bbfeeeb14c059c62,10.10.130.56,10.10.130.56,10.132.244.1,63.98.103.76,tcbna.net,a0-29-19-c1-d6-02,a0-29-19-c1-d6-02,normal,526017,6JJSBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-8VZN5D3,2023-05-02T17:24:30Z,2022-01-14T22:47:17Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
01 May 23 13:23 UTC","Full Response - Base
14 Jan 22 22:50 UTC","Windows Workstations N-1
29 Mar 23 13:57 UTC","Monitor - TCB - Base
05 Feb 22 04:07 UTC",a2201c316765471e94e76cbf09dbce56,10.132.248.134,10.132.248.134,10.132.248.1,63.98.103.65,tcbna.net,80-b6-55-90-ed-d6,80-b6-55-90-ed-d6,normal,526017,8VZN5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-8GJT1J3,2023-05-02T17:13:22Z,2022-07-15T03:05:06Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:24 UTC","Full Response - Base
15 Jul 22 03:12 UTC","Windows Workstations N-1
29 Mar 23 13:20 UTC","Monitor - TCB - Base
15 Jul 22 03:12 UTC",b247c11b0ed740599c13f49b93840ced,10.132.120.54,10.132.120.54,10.132.244.1,63.98.103.65,tcbna.net,a0-29-19-89-53-16,a0-29-19-89-53-16,normal,526017,8GJT1J3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5430-FH52LN3,2023-05-02T17:33:09Z,2023-02-22T04:27:00Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5430,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:24 UTC","Full Response - Base
22 Feb 23 04:35 UTC","Windows Workstations N-1
29 Mar 23 14:09 UTC","Monitor - TCB - Base
22 Feb 23 04:35 UTC",c9970b3b43334325b574959844bf7cfb,10.136.192.46,10.136.192.46,10.136.192.1,63.98.103.65,tcbna.net,08-92-04-7a-06-83,08-92-04-7a-06-83,normal,591524,FH52LN3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-98RR3M3,2023-05-02T17:26:10Z,2022-10-12T03:47:56Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
01 May 23 14:11 UTC","Full Response - Base
12 Oct 22 03:55 UTC","Windows Workstations N-1
29 Mar 23 12:52 UTC","Monitor - TCB - Base
13 Apr 23 12:22 UTC",fd3ceb545df944b4b9dd4c39f0008f10,10.132.182.32,10.132.182.32,10.132.182.1,63.98.103.65,tcbna.net,a0-29-19-e4-d8-6e,a0-29-19-e4-d8-6e,normal,526017,98RR3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-6J18BK3,2023-05-02T17:09:53Z,2021-12-30T00:57:39Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
02 May 23 11:17 UTC","Full Response - Base
30 Dec 21 01:01 UTC","Windows Workstations N-1
29 Mar 23 14:46 UTC","Monitor - TCB - Base
30 Dec 21 01:01 UTC",b3b5f585c38a48a2921351f0e8b7b910,10.136.190.48,10.136.190.48,10.136.190.1,63.98.103.65,tcbna.net,a0-29-19-c4-2e-d0,a0-29-19-c4-2e-d0,normal,526017,6J18BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-3D5VBK3,2023-05-02T17:28:30Z,2022-01-26T22:08:01Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:27 UTC","Full Response - Base
26 Jan 22 22:08 UTC","Windows Workstations N-1
29 Mar 23 14:11 UTC","Monitor - TCB - Base
26 Jan 22 22:16 UTC",c5c1c08462c141c8a9417cad82253c14,10.128.249.125,10.128.249.125,10.128.248.1,63.98.103.66,tcbna.net,bc-09-1b-5a-c8-8c,bc-09-1b-5a-c8-8c,normal,526017,3D5VBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5560-7PTRGK3,2023-05-02T17:28:46Z,2023-03-22T22:34:13Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Precision 5560,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:33 UTC","Full Response - Base
22 Mar 23 22:41 UTC","Windows Workstations N-1
05 Apr 23 14:53 UTC","Monitor - TCB - Base
22 Mar 23 22:41 UTC",1ca4dfbe30ec460a9b7ed056881c795e,10.128.70.35,10.128.70.35,10.128.252.1,63.98.103.66,tcbna.net,a0-29-19-b9-4f-72,a0-29-19-b9-4f-72,normal,526033,7PTRGK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-B1CQ5D3,2023-05-02T17:14:48Z,2021-12-19T02:07:02Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:31 UTC","Full Response - Base
19 Dec 21 02:10 UTC","Windows Workstations N-1
29 Mar 23 12:28 UTC","Monitor - TCB - Base
28 Mar 23 19:18 UTC",3a004397656e430c8179d081eff8c184,172.18.32.1,10.177.130.189,192.168.1.1,24.155.16.129,tcbna.net,00-15-5d-55-41-4c,00-05-9a-3c-7a-00,normal,526017,B1CQ5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-JQB5BK3,2023-05-02T12:33:59Z,2022-04-07T23:30:42Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:20 UTC","Full Response - Base
07 Apr 22 23:38 UTC","Windows Workstations N-1
29 Mar 23 14:04 UTC","Monitor - TCB - Base
13 Apr 23 15:26 UTC",7e6ec3aa02c34268acc4c734c03a6000,10.177.130.7,10.177.130.7,192.168.1.1,63.98.103.66,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,JQB5BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-4K58BK3,2023-05-02T17:14:13Z,2022-06-12T22:11:25Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,FT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
12 Jun 22 22:18 UTC","Windows Workstations N-1
29 Mar 23 12:51 UTC","Monitor - TCB - Base
12 Jun 22 22:18 UTC",90401f5d01db4a0eba2d11205cc3629c,10.10.34.78,10.10.34.78,10.10.34.1,63.98.103.72,tcbna.net,a0-29-19-c4-3c-6d,a0-29-19-c4-3c-6d,normal,526017,4K58BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-9NSS1J3,2023-05-02T17:24:15Z,2023-05-02T00:42:27Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2364,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
02 May 23 00:49 UTC","Full Response - Base
02 May 23 00:49 UTC","Windows Workstations N-1
02 May 23 00:49 UTC","Monitor - TCB - Base
02 May 23 01:19 UTC",1c221743fc8341ef9625efe31a6aa0d3,10.133.126.29,10.133.126.29,10.133.126.1,63.98.103.65,tcbna.net,a0-29-19-0a-c1-e0,a0-29-19-0a-c1-e0,normal,526017,9NSS1J3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-1YXR3M3,2023-05-02T17:35:51Z,2022-11-21T18:49:51Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,"RJVPN, Workstations",DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:17 UTC","Full Response - Base
21 Nov 22 18:57 UTC","Windows Workstations N-1
29 Mar 23 13:41 UTC","Monitor - TCB - Base
13 Apr 23 07:33 UTC",e03c9a2049d946ebb5d8c95213b91c46,10.226.121.197,10.128.180.21,10.128.252.1,63.98.103.66,tcbna.net,a0-29-19-e4-d8-c3,a0-29-19-e4-d8-c3,normal,526017,1YXR3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-44KSBK3,2023-05-02T17:25:15Z,2022-02-08T03:24:33Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
08 Feb 22 03:26 UTC","Windows Workstations N-1
29 Mar 23 02:42 UTC","Monitor - TCB - Base
13 Apr 23 21:26 UTC",4bd8ff9f03574a3986469a5506c75005,10.161.129.227,10.161.129.227,10.0.1.1,174.68.23.135,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,44KSBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
